transaction_id,terminal_id,amount_inr,customer_avg_spend_90d,card_age_days,transaction_hour,merchant_category,channel,card_type,city_tier,distance_from_home_km,device_trust_score,is_international,failed_pin_attempts_24h,txn_count_last_1h,merchant_risk_score,days_since_last_chargeback,batch_number,acquirer_code,pos_software_version,is_fraud
TXN34424148,T11154,1200.0,1188.17,280,13,cash_withdrawal,atm,prepaid,tier_3,1.5,,0,0,1,0.423,-1,324,1118,4.5,0
TXN98209082,T10256,2737.35,1653.79,851,11,grocery,in_store,debit,tier_2,4.5,,0,1,1,0.137,-1,356,1107,3.4,0
TXN35833259,T11897,7928.0,9308.49,3690,12,gaming,online,debit,tier_3,,0.824,0,0,2,0.532,244,467,1104,4.5,0
TXN03464717,T10144,1342.0,1478.04,1025,15,money_transfer,in_store,debit,tier_3,2.0,,0,0,1,0.266,-1,206,1102,4.2,0
TXN71711382,T12394,5000.0,1468.0,266,8,electronics,in_store,debit,tier_1,,,0,0,2,0.153,-1,438,1106,3.1,1
TXN88132121,T10924,15021.42,,87,18,fuel,in_store,debit,tier_1,1.2,,0,0,1,0.234,-1,161,1110,4.5,0
TXN17748864,T10130,665.67,332.91,290,13,gaming,online,debit,tier_2,,,0,0,1,0.223,-1,157,1109,4.2,1
TXN44670055,T12391,500.0,,71,14,money_transfer,online,debit,tier_2,2.0,0.715,0,0,1,0.075,-1,121,1123,4.0,1
TXN64947775,T12315,700.0,614.04,101,23,cash_withdrawal,atm,credit,tier_1,1.8,,0,0,1,0.378,-1,99,1112,4.0,0
TXN66267528,T11923,575.73,480.25,3784,19,restaurants,contactless,prepaid,tier_2,10.3,,0,0,2,0.313,33,495,1110,3.4,0
TXN51633615,T10121,1000.0,,35,0,grocery,contactless,credit,tier_2,,,0,0,1,0.316,-1,309,1107,3.1,1
TXN15820835,T10605,530.0,1340.23,629,22,gaming,online,debit,tier_1,28.6,,0,0,1,0.5,9,6,1124,4.5,1
TXN80232846,T12211,464.0,164.24,746,16,gift_cards,online,credit,tier_1,12.0,0.854,0,0,1,0.091,21,162,1111,4.0,1
TXN95169342,T11374,3500.0,807.26,213,13,utilities,online,debit,tier_2,3534.1,0.615,1,0,1,0.326,-1,110,1121,4.5,1
TXN88044931,T12160,664.0,1449.81,228,23,grocery,contactless,credit,tier_1,2.4,,0,0,1,0.243,-1,199,1116,3.4,0
TXN48245362,T10465,5850.36,5453.97,1450,15,gift_cards,contactless,debit,tier_3,9.2,,0,0,2,0.192,-1,45,1120,3.4,0
TXN53097406,T11088,95.0,310.38,340,23,crypto_exchange,online,prepaid,tier_1,63.6,0.703,0,0,2,0.165,-1,274,1114,4.5,1
TXN35129809,T12141,314.0,,277,8,gaming,in_store,credit,tier_2,1.1,,0,0,1,0.179,1368,120,1108,4.2,1
TXN60162609,T12302,3774.9,,1230,16,entertainment,in_store,debit,tier_1,0.8,,0,0,1,0.255,-1,79,1124,4.0,0
TXN81118234,T11267,3147.0,2233.27,681,12,gift_cards,online,credit,tier_2,19.7,,0,0,1,0.343,-1,491,1122,4.0,1
TXN64795416,T10560,1400.0,,24,21,cash_withdrawal,atm,credit,tier_3,15.7,,0,0,1,0.558,-1,173,1103,3.1,0
TXN23971801,T10444,5600.0,2833.57,583,17,cash_withdrawal,atm,credit,tier_2,1054.2,,1,0,1,0.49,236,74,1122,4.2,1
TXN01618970,T11921,500.0,229.33,301,8,electronics,contactless,credit,tier_1,2.8,,0,0,1,0.555,24,161,1110,4.0,1
TXN93134408,T10081,387.0,,22,10,grocery,online,credit,tier_1,83.0,0.71,0,0,1,0.217,98,478,1122,4.0,0
TXN14588479,T10474,546.02,734.97,571,20,gaming,contactless,debit,tier_1,3.1,,0,0,3,0.037,-1,7,1123,4.0,0
TXN38507444,T10293,340.51,955.36,106,19,grocery,in_store,credit,tier_2,2.3,,0,0,2,0.431,-1,288,1120,4.2,1
TXN93364497,T12126,761.0,962.99,382,22,entertainment,online,debit,tier_3,1.4,,0,0,2,0.417,335,312,1107,3.4,1
TXN58468089,T12132,20875.61,,88,11,grocery,in_store,debit,tier_3,3.3,,0,0,1,0.129,590,3,1117,4.2,0
TXN03881278,T11968,265.5,414.14,105,20,electronics,online,prepaid,tier_3,132.5,0.645,0,0,1,0.155,21,295,1115,3.4,1
TXN34381461,T12230,621.24,3227.97,429,20,restaurants,in_store,credit,tier_1,14.3,,0,0,3,0.376,-1,255,1102,3.4,1
TXN99173256,T11544,225.23,,80,8,home_improvement,contactless,credit,tier_2,1.5,,0,0,1,0.102,-1,212,1120,3.4,0
TXN16406223,T12245,500.0,1142.64,353,14,utilities,online,credit,tier_3,2.1,,0,0,1,0.452,65,26,1111,4.0,1
TXN78174649,T10402,42127.79,18434.7,181,8,entertainment,online,credit,tier_1,2151.0,,1,0,1,0.487,-1,460,1122,4.2,1
TXN37983970,T10160,1000.0,2322.95,164,9,apparel,in_store,debit,tier_1,6.7,,0,0,2,0.6,-1,370,1123,3.4,1
TXN13620811,T12061,2250.0,2207.49,92,6,travel,in_store,credit,tier_1,2.3,,0,0,3,0.195,7,162,1106,4.5,1
TXN03869173,T10659,2700.0,1087.77,670,11,cash_withdrawal,atm,debit,tier_3,2.8,,0,0,2,0.155,-1,430,1113,4.5,0
TXN96865594,T11291,3991.83,2527.66,1162,23,money_transfer,online,debit,tier_2,46.2,,0,0,1,0.237,47,341,1118,4.2,1
TXN04391375,T11906,20601.84,9542.18,282,7,electronics,online,debit,tier_1,14.0,0.714,0,0,1,0.249,-1,478,1119,4.0,1
TXN46267233,T10876,12878.34,29576.9,139,18,pharmacy,contactless,credit,tier_1,5.8,,0,0,1,0.119,-1,186,1116,4.5,0
TXN32147163,T11219,600.38,2255.74,955,8,grocery,in_store,debit,tier_1,15.1,,0,0,2,0.435,-1,211,1103,4.5,1
TXN25973298,T10062,3045.0,1247.32,455,10,jewellery,in_store,debit,tier_1,0.4,,0,0,2,0.29,-1,261,1109,4.2,0
TXN32165901,T10291,804.08,1250.06,388,16,apparel,in_store,credit,tier_2,17.5,,0,0,1,0.327,-1,456,1103,4.0,0
TXN12612125,T10805,18144.57,7913.33,215,22,electronics,online,credit,tier_2,1688.0,,0,0,1,0.163,945,416,1112,4.0,1
TXN33612754,T10824,11783.14,4490.68,700,8,fuel,in_store,credit,tier_2,40.9,,0,0,2,0.212,-1,403,1109,3.1,0
TXN74747902,T11001,318.48,219.36,258,17,pharmacy,in_store,credit,tier_2,1.2,,0,0,3,0.39,-1,388,1105,3.1,0
TXN98557670,T11517,5419.0,,77,7,apparel,in_store,prepaid,tier_1,2625.7,,1,0,1,0.094,-1,236,1123,3.4,1
TXN82317882,T10747,358.0,,42,13,entertainment,online,credit,tier_2,,,0,0,1,0.251,71,284,1103,4.5,1
TXN60352227,T10212,801.0,390.37,1118,20,utilities,online,credit,tier_3,167.2,0.669,0,0,1,0.372,-1,451,1101,3.4,1
TXN48707439,T11593,623.0,1491.95,272,11,electronics,online,debit,tier_2,,0.593,0,0,1,0.557,-1,212,1102,4.0,0
TXN80315013,T10117,4712.0,4191.24,2939,16,restaurants,in_store,debit,tier_1,6.9,,0,0,2,0.408,-1,295,1115,4.5,0
TXN06059116,T12159,1562.0,3002.77,1377,16,gift_cards,contactless,credit,tier_1,0.4,,0,0,2,0.216,-1,211,1120,4.2,1
TXN60812939,T11693,11518.0,4119.6,1121,17,entertainment,online,credit,tier_2,2.9,0.8,0,0,2,0.197,242,78,1111,3.1,0
TXN55854821,T12293,3000.0,4691.01,152,13,cash_withdrawal,atm,debit,tier_1,3.6,,0,0,1,0.139,-1,367,1101,4.0,0
TXN50129559,T11721,7003.77,,16,11,travel,online,credit,tier_1,17.4,0.532,0,0,1,0.043,-1,403,1124,3.4,0
TXN06463116,T10233,600.0,1884.1,437,23,cash_withdrawal,atm,debit,tier_2,1.0,,0,0,2,0.109,139,16,1122,3.4,1
TXN21756742,T11771,230.0,172.98,224,14,restaurants,in_store,debit,tier_1,,,0,0,1,0.472,-1,274,1114,4.0,0
TXN54943887,T10198,6351.0,,74,22,grocery,in_store,credit,tier_2,1.8,,0,0,2,0.31,116,396,1114,4.0,0
TXN16367526,T10055,290.0,837.22,90,0,electronics,online,debit,tier_1,14.5,0.771,0,0,1,0.166,-1,17,1102,4.5,0
TXN58061862,T10662,4603.0,,530,14,entertainment,contactless,debit,tier_2,1.7,,0,0,1,0.151,-1,473,1120,3.4,0
TXN49319792,T12333,111500.0,32890.09,571,12,restaurants,contactless,debit,tier_1,8.4,,0,0,2,0.063,-1,145,1112,4.2,0
TXN39892535,T10466,2405.87,3928.74,356,12,pharmacy,in_store,credit,tier_1,,,0,0,1,0.19,-1,393,1108,4.5,1
TXN42479096,T11244,3125.0,,20,10,home_improvement,in_store,prepaid,tier_1,,,0,0,2,0.301,696,131,1115,4.0,1
TXN38250085,T11859,1795.0,1296.81,720,12,restaurants,contactless,debit,tier_2,5.5,,0,0,2,0.57,75,56,1113,4.5,1
TXN36546064,T10182,1575.0,2486.2,908,12,restaurants,contactless,credit,tier_3,1.1,,0,0,3,0.133,-1,297,1119,4.0,0
TXN37507507,T11693,33100.0,6770.69,659,14,cash_withdrawal,atm,debit,tier_3,0.9,,0,0,1,0.232,74,33,1103,4.5,0
TXN19478325,T11554,19721.27,14053.85,796,19,apparel,contactless,credit,tier_2,1.0,,0,0,2,0.413,159,394,1111,3.1,1
TXN07823331,T11437,12513.0,3357.67,791,7,restaurants,contactless,debit,tier_3,9.3,,0,0,1,0.217,-1,37,1103,4.2,0
TXN38863163,T11207,500.0,87.57,479,22,gift_cards,online,debit,tier_3,,0.809,0,0,1,0.201,-1,465,1116,4.2,1
TXN47384749,T10302,229.14,504.84,256,17,pharmacy,contactless,credit,tier_1,6.4,,0,0,1,0.356,-1,303,1110,3.4,0
TXN15773203,T10175,4649.0,,44,13,gift_cards,in_store,credit,tier_3,0.7,,0,0,1,0.254,-1,73,1118,3.1,0
TXN54439496,T11141,2759.61,922.15,2168,17,electronics,online,prepaid,tier_1,,,0,0,3,0.133,-1,467,1102,4.0,1
TXN25008202,T11404,35.0,,65,17,electronics,online,credit,tier_3,,,0,0,3,0.32,-1,315,1112,4.2,1
TXN15979158,T10444,3011.57,5274.63,263,7,jewellery,online,debit,tier_2,29.7,0.763,0,0,1,0.34,-1,419,1113,4.0,0
TXN75242486,T10492,1040.0,,32,17,fuel,in_store,debit,tier_2,4.3,,0,0,1,0.144,-1,254,1117,3.1,0
TXN14162486,T11823,19004.0,11017.74,1587,12,grocery,in_store,debit,tier_3,10.0,,0,0,1,0.377,-1,468,1113,4.5,0
TXN63277282,T11524,955.17,486.9,1365,15,fuel,contactless,debit,tier_3,5.7,,0,0,1,0.152,-1,366,1119,3.4,0
TXN77998086,T11029,1005.86,4914.79,402,12,gift_cards,contactless,debit,tier_3,1.0,,0,0,1,0.448,-1,34,1107,4.5,0
TXN19275463,T10108,781.24,3692.18,1137,17,pharmacy,contactless,debit,tier_1,17.0,,0,0,4,0.434,391,453,1116,4.0,1
TXN13948640,T11891,1698.0,1481.5,4000,11,jewellery,in_store,credit,tier_2,1.7,,0,0,1,0.148,-1,192,1106,4.2,0
TXN86897377,T10791,14776.76,10475.75,811,9,apparel,in_store,prepaid,tier_3,21.8,,0,0,1,0.477,-1,205,1102,4.5,1
TXN15901337,T12179,786.0,1305.75,144,23,money_transfer,in_store,credit,tier_2,3.9,,0,0,1,0.247,-1,48,1117,4.2,1
TXN29510770,T11988,1347.94,879.83,97,22,apparel,contactless,credit,tier_1,2.1,,0,0,1,0.345,-1,110,1104,4.0,0
TXN34737379,T10213,1970.0,3014.75,101,20,grocery,contactless,credit,tier_1,12.6,,0,0,1,0.208,69,455,1104,3.1,0
TXN41628104,T11182,500.0,,318,15,grocery,in_store,credit,tier_1,1.8,,0,0,3,0.118,-1,467,1123,4.0,0
TXN22225339,T10365,1000.0,1181.98,1324,22,grocery,in_store,credit,tier_2,5.5,,0,0,2,0.125,-1,426,1101,4.5,1
TXN52104742,T11909,1293.91,263.37,602,14,home_improvement,in_store,credit,tier_1,4.3,,0,0,1,0.492,-1,199,1107,3.1,0
TXN37772031,T10264,8224.97,19547.62,90,12,entertainment,in_store,credit,tier_3,0.8,,0,0,1,0.265,-1,98,1112,3.4,0
TXN37062652,T10378,715.0,666.03,176,16,jewellery,in_store,credit,tier_1,2.5,,0,0,4,0.253,-1,328,1122,4.2,0
TXN86441465,T12452,26174.13,28782.25,1215,9,restaurants,in_store,debit,tier_1,1117.4,,1,0,1,0.272,-1,73,1105,4.2,1
TXN63310927,T12421,6660.99,20710.32,975,18,electronics,online,credit,tier_3,53.5,0.765,0,0,2,0.219,-1,354,1114,4.2,1
TXN92662325,T10524,370.95,108.46,1126,8,gaming,online,credit,tier_1,2.9,,0,0,1,0.602,-1,12,1120,4.2,1
TXN50259913,T10129,889.0,2439.48,180,8,fuel,contactless,prepaid,tier_2,3.6,,0,0,2,0.266,312,206,1109,4.2,1
TXN76335456,T12215,2723.1,3515.01,834,18,gaming,in_store,credit,tier_3,,,0,0,1,0.164,-1,234,1112,4.5,0
TXN60858197,T11420,92.85,152.21,114,12,gaming,online,credit,tier_1,7.9,0.83,0,0,2,0.262,-1,191,1111,4.0,0
TXN01026495,T10703,1148.0,2943.68,184,7,utilities,online,debit,tier_2,99.5,0.794,0,0,1,0.545,-1,43,1118,3.1,0
TXN98700402,T10984,186.0,,1218,15,electronics,online,credit,tier_3,2.4,0.555,0,0,1,0.283,-1,396,1107,4.5,1
TXN13042554,T12042,5376.13,2655.41,442,10,money_transfer,online,credit,tier_1,47.0,,0,0,1,0.182,228,172,1102,4.0,1
TXN57839078,T12131,3081.0,1751.99,447,18,crypto_exchange,online,debit,tier_2,5.1,0.916,0,0,3,0.419,39,379,1121,4.2,1
TXN42660404,T12095,500.0,262.44,798,8,apparel,in_store,credit,tier_2,4.9,,0,0,1,0.535,-1,287,1124,4.2,0
TXN12144490,T11111,1500.0,2236.81,541,16,pharmacy,online,credit,tier_1,180.8,0.644,0,0,1,0.095,-1,40,1112,3.1,1
TXN93635748,T11488,1000.0,4884.49,1209,10,electronics,online,credit,tier_2,263.2,0.77,0,0,2,0.376,-1,211,1111,4.5,0
TXN82124241,T11295,1703.48,1248.85,238,17,jewellery,in_store,debit,tier_1,0.8,,0,0,2,0.359,-1,355,1122,4.2,0
TXN57147165,T11503,704.81,506.61,212,22,electronics,online,credit,tier_1,7.8,0.96,0,0,2,0.156,-1,334,1108,4.0,0
TXN07643812,T11181,7000.0,3698.69,914,22,entertainment,online,credit,tier_1,569.4,0.826,0,0,1,0.11,-1,461,1103,3.1,1
TXN34891541,T10505,232774.42,41579.58,1179,0,travel,in_store,credit,tier_2,9.4,,0,0,1,0.247,-1,372,1123,4.0,0
TXN27314817,T11066,13000.0,22549.46,245,13,money_transfer,online,credit,tier_1,36.0,0.886,0,0,2,0.242,74,145,1114,4.2,1
TXN65308504,T11885,11308.25,9617.12,747,22,restaurants,in_store,credit,tier_2,1.2,,0,0,3,0.258,-1,116,1108,3.1,0
TXN05862243,T11455,808.0,,140,23,grocery,contactless,debit,tier_2,1.8,,0,0,1,0.518,-1,196,1120,4.0,0
TXN09964907,T12431,38462.0,,82,12,entertainment,contactless,debit,tier_2,1.3,,0,0,2,0.304,-1,35,1122,4.0,0
TXN31354298,T10499,2500.0,1412.17,240,13,cash_withdrawal,atm,debit,tier_2,2.8,,0,0,1,0.481,-1,316,1118,4.2,1
TXN81082036,T12279,1303.75,561.81,1329,19,utilities,online,debit,tier_3,235.7,0.922,0,0,1,0.108,-1,307,1118,4.5,1
TXN81482365,T11365,44.32,21.32,270,10,restaurants,online,credit,tier_2,5.4,0.623,0,0,1,0.11,-1,50,1104,4.5,0
TXN09071222,T12061,209113.0,394686.9,248,21,grocery,in_store,credit,tier_2,4.3,,0,0,1,0.232,692,136,1115,3.1,0
TXN56842555,T11284,3800.12,,104,7,pharmacy,in_store,debit,tier_2,1.1,,0,0,2,0.151,592,109,1119,3.4,0
TXN89012100,T10428,42378.0,,208,20,jewellery,contactless,debit,tier_1,30.1,,0,0,1,0.558,-1,60,1109,4.0,1
TXN72076328,T11806,16038.0,45819.38,258,19,fuel,in_store,credit,tier_2,2.0,,0,0,1,0.235,-1,242,1102,4.0,0
TXN13387877,T11481,349.9,1564.47,486,10,restaurants,in_store,credit,tier_2,4.1,,0,0,1,0.41,-1,12,1112,3.4,0
TXN15437421,T10931,752.18,1403.15,334,15,restaurants,contactless,credit,tier_1,4.1,,0,1,1,0.35,-1,132,1116,4.5,0
TXN00264962,T11011,500.0,1118.09,130,16,grocery,contactless,debit,tier_3,19.5,,0,0,1,0.165,-1,153,1101,4.5,0
TXN13168676,T12042,289.0,109.01,1047,10,restaurants,contactless,debit,tier_1,,,0,1,3,0.154,-1,26,1112,4.2,0
TXN13626238,T10772,32940.31,,61,11,money_transfer,online,debit,tier_2,210.6,0.771,0,0,4,0.247,-1,479,1111,3.1,1
TXN36732887,T10462,8039.55,2196.24,1337,8,grocery,in_store,debit,tier_3,4.6,,0,0,1,0.061,-1,457,1103,4.0,0
TXN54163557,T10043,800.0,533.08,861,6,cash_withdrawal,atm,debit,tier_3,27.6,,0,0,1,0.27,-1,452,1118,4.2,0
TXN95569026,T10063,8008.16,21289.53,610,11,apparel,in_store,debit,tier_1,1.0,,0,0,4,0.564,-1,148,1112,3.1,1
TXN51462472,T11905,7500.0,3882.2,437,21,restaurants,contactless,debit,tier_1,1.1,,0,0,2,0.597,-1,253,1119,4.0,1
TXN54431674,T10694,58545.0,12378.25,104,13,apparel,contactless,debit,tier_2,4.5,,0,0,1,0.301,-1,406,1109,4.0,0
TXN90808964,T12280,688.0,875.3,503,10,apparel,contactless,debit,tier_1,8.2,,0,0,1,0.575,10,77,1124,4.5,1
TXN98926486,T11449,18596.09,19528.3,533,12,travel,online,credit,tier_2,2.5,0.811,0,0,1,0.286,-1,16,1120,4.5,0
TXN25622287,T10782,59203.0,38421.94,176,7,entertainment,contactless,credit,tier_1,1.6,,0,0,1,0.035,103,226,1116,4.5,0
TXN34512899,T11715,131.15,310.42,1226,22,utilities,contactless,credit,tier_1,2.7,,0,0,1,0.072,148,131,1123,4.5,1
TXN10580429,T10460,1117.0,799.59,973,11,jewellery,in_store,debit,tier_1,6.8,,0,0,1,0.09,-1,428,1103,4.2,1
TXN20404807,T10344,814.0,1390.38,2302,16,electronics,online,credit,tier_1,22.0,0.738,0,0,1,0.193,701,463,1115,3.1,1
TXN83380855,T12399,4122.31,,74,8,gift_cards,in_store,debit,tier_2,1.3,,0,0,7,0.243,140,370,1117,4.5,1
TXN34567399,T11787,269.85,,53,15,entertainment,online,debit,tier_1,5.9,0.709,0,0,5,0.101,-1,183,1113,4.2,0
TXN10304257,T11349,1098.45,,58,11,crypto_exchange,online,debit,tier_2,,0.574,0,0,2,0.129,-1,166,1116,4.0,1
TXN03392123,T10267,1998.2,2408.23,894,18,apparel,contactless,credit,tier_1,2.7,,0,0,1,0.287,-1,111,1118,3.1,0
TXN26000632,T10151,6372.0,3228.18,1212,19,pharmacy,online,credit,tier_2,,0.552,0,0,3,0.021,19,77,1116,4.0,1
TXN32454827,T12145,7089.84,,50,7,grocery,in_store,debit,tier_3,36.1,,0,0,1,0.249,-1,278,1104,3.4,0
TXN83871327,T10471,749.13,1148.27,617,9,apparel,in_store,debit,tier_1,3904.4,,1,0,1,0.23,-1,294,1122,4.5,1
TXN51352054,T11091,600.0,818.15,261,7,cash_withdrawal,atm,credit,tier_1,4.3,,0,0,1,0.144,72,402,1108,4.2,0
TXN02650435,T11458,2519.0,1833.94,487,9,apparel,contactless,debit,tier_1,0.5,,0,0,1,0.126,-1,471,1112,4.2,0
TXN57544013,T11321,703.58,515.98,431,9,jewellery,contactless,credit,tier_2,8.9,,0,0,3,0.11,-1,102,1119,4.2,0
TXN41428415,T12169,4407.0,3241.85,317,21,utilities,online,prepaid,tier_3,202.6,0.936,0,0,2,0.268,-1,175,1109,4.5,0
TXN58529400,T12102,205.46,,66,21,apparel,in_store,debit,tier_1,13.5,,0,0,2,0.343,1749,140,1116,3.1,1
TXN43772999,T10566,8049.0,6581.08,235,2,home_improvement,contactless,debit,tier_3,,,0,0,2,0.782,-1,196,1113,3.1,1
TXN31118297,T10132,1253.28,,268,21,grocery,in_store,debit,tier_1,3.5,,0,0,1,0.305,-1,356,1113,3.4,0
TXN19349958,T10687,156000.0,76774.96,315,18,grocery,in_store,debit,tier_2,3.2,,0,0,1,0.113,-1,286,1104,4.5,0
TXN76856048,T11258,809.21,1027.97,153,21,restaurants,contactless,debit,tier_2,8.3,,0,0,1,0.17,-1,127,1110,3.4,0
TXN80638043,T10269,1295.0,1472.9,128,19,grocery,in_store,debit,tier_2,10.5,,0,0,1,0.569,-1,144,1102,4.5,0
TXN53089339,T11775,3229.0,1942.51,2114,17,grocery,contactless,credit,tier_3,3.7,,0,0,2,0.193,-1,197,1115,4.0,0
TXN41989057,T12371,119.0,326.24,1305,6,entertainment,contactless,prepaid,tier_2,6.3,,0,0,1,0.22,-1,295,1118,4.0,1
TXN72083047,T10013,30.67,28.2,893,7,crypto_exchange,online,debit,tier_2,12.5,0.472,0,0,1,0.087,-1,413,1123,3.4,0
TXN27594321,T12373,18000.0,4876.72,132,23,pharmacy,in_store,debit,tier_3,3.0,,0,1,1,0.044,-1,144,1124,4.0,0
TXN72693767,T11428,4038.0,7085.1,343,20,gaming,online,debit,tier_2,2.3,0.723,0,0,1,0.097,90,155,1122,3.4,1
TXN54086529,T12019,2910.83,778.29,510,15,grocery,in_store,debit,tier_1,10.2,,0,0,1,0.227,-1,470,1124,4.5,0
TXN99029748,T10319,1412.0,412.79,224,22,grocery,in_store,credit,tier_1,11.0,,0,0,1,0.292,-1,310,1114,4.0,0
TXN11804256,T11161,3000.0,,99,12,apparel,in_store,prepaid,tier_1,,,0,0,1,0.555,-1,452,1121,3.1,1
TXN05710443,T10030,1035.45,3366.42,845,11,fuel,online,debit,tier_1,0.9,0.853,0,0,1,0.06,-1,489,1103,3.4,1
TXN45832551,T10013,25586.78,19611.83,1297,0,entertainment,in_store,prepaid,tier_1,12.2,,0,0,2,0.232,-1,374,1122,4.5,0
TXN69891924,T12124,1465.5,1155.49,179,11,restaurants,in_store,prepaid,tier_2,2.2,,0,0,1,0.309,-1,379,1117,3.4,0
TXN89331402,T11188,1423.0,1541.89,822,22,entertainment,in_store,credit,tier_3,7.6,,0,0,4,0.204,17,325,1108,4.5,1
TXN58923104,T11252,12346.0,3251.49,220,18,grocery,in_store,credit,tier_1,1.7,,0,1,4,0.252,12,348,1121,3.4,0
TXN66747224,T11481,7711.0,12113.98,303,19,grocery,contactless,debit,tier_2,4.9,,0,0,4,0.702,105,179,1118,4.0,1
TXN68898560,T12461,3344.84,6371.43,681,9,grocery,contactless,debit,tier_1,2.4,,0,0,1,0.162,-1,365,1121,3.1,0
TXN70611388,T10495,3102337.0,,41,16,electronics,in_store,debit,tier_2,14.3,,0,0,1,0.588,-1,480,1120,3.1,1
TXN86933644,T10348,1336.0,978.9,2059,12,apparel,in_store,debit,tier_1,5.4,,0,1,1,0.216,-1,499,1108,3.4,0
TXN09105911,T11359,4684.0,,70,22,electronics,contactless,debit,tier_1,,,0,0,3,0.327,-1,294,1105,4.5,1
TXN41424972,T10070,169.73,255.31,343,21,money_transfer,online,credit,tier_1,29.1,,0,0,1,0.475,-1,288,1118,3.4,1
TXN65845791,T11603,6294.24,5457.7,111,17,electronics,online,credit,tier_1,4.1,0.759,0,0,1,0.371,-1,326,1115,3.4,0
TXN17772190,T10022,1042.0,1136.43,457,14,entertainment,online,debit,tier_3,,0.851,0,0,5,0.049,-1,283,1110,4.5,0
TXN98247336,T11561,57.0,242.26,285,17,pharmacy,in_store,credit,tier_3,4.9,,0,0,3,0.406,-1,186,1110,4.5,1
TXN21875591,T11197,1117.6,,14,8,gaming,online,debit,tier_3,3676.5,0.83,1,0,2,0.266,-1,239,1109,3.1,1
TXN74573001,T10631,1814.33,5199.49,707,17,electronics,online,prepaid,tier_3,2532.0,0.354,1,0,1,0.439,-1,237,1117,4.2,0
TXN33100143,T11876,2832.98,3468.25,388,7,money_transfer,online,credit,tier_1,175.9,0.856,0,0,1,0.137,22,163,1111,3.4,1
TXN36424245,T10253,5303.0,3068.81,150,20,fuel,contactless,debit,tier_2,7.8,,0,0,2,0.129,-1,167,1118,3.4,0
TXN57835922,T10194,2028.0,1670.06,843,21,gaming,online,credit,tier_3,1.3,0.873,0,0,1,0.208,-1,193,1110,3.4,0
TXN69218855,T11374,224.53,239.04,516,10,gift_cards,online,credit,tier_1,9.3,,0,0,1,0.313,-1,138,1109,4.2,1
TXN70030506,T10583,1998.0,3462.23,710,17,travel,online,credit,tier_2,3.3,0.768,0,0,2,0.402,43,418,1121,3.4,1
TXN46790852,T10035,1672.42,2673.43,2010,9,grocery,contactless,debit,tier_3,5.9,,0,0,3,0.471,-1,66,1104,4.2,0
TXN75097327,T10022,8000.0,4720.76,304,16,electronics,contactless,credit,tier_1,1.4,,0,0,1,0.265,240,12,1117,4.2,1
TXN90760763,T11595,2958.0,,34,17,restaurants,contactless,debit,tier_2,4.0,,0,0,1,0.762,-1,116,1109,4.5,1
TXN12348436,T10143,6379.86,9034.79,2426,11,utilities,online,debit,tier_3,1287.7,,1,0,1,0.069,77,144,1120,4.0,1
TXN95882002,T11177,2669.75,3329.34,346,20,jewellery,in_store,debit,tier_1,1322.3,,1,0,2,0.092,-1,489,1117,4.5,1
TXN85302267,T10954,1500.0,337.88,2797,14,fuel,contactless,debit,tier_1,,,0,0,1,0.105,-1,484,1110,3.4,1
TXN62152928,T10507,691.0,1155.81,180,22,apparel,contactless,debit,tier_1,6.6,,0,0,1,0.481,1478,493,1103,3.4,0
TXN72020378,T11282,39.0,96.01,266,21,money_transfer,online,credit,tier_1,1737.2,0.717,1,0,4,0.427,-1,273,1123,3.4,1
TXN20770801,T11879,641.0,889.72,4000,18,electronics,in_store,credit,tier_1,,,0,0,2,0.297,-1,155,1117,4.2,1
TXN13612822,T10913,2149.0,2504.69,851,18,restaurants,contactless,prepaid,tier_2,,,0,0,1,0.338,122,36,1120,4.2,0
TXN85426522,T10386,2919.49,1505.75,2684,10,entertainment,online,debit,tier_1,1170.3,0.931,1,0,5,0.128,22,190,1105,4.5,0
TXN19474143,T10239,41838.74,38010.82,241,16,grocery,in_store,credit,tier_1,7.5,,0,0,1,0.156,-1,383,1111,4.0,0
TXN48153354,T10389,1746.0,780.35,420,9,grocery,in_store,credit,tier_2,7.8,,0,0,1,0.349,-1,35,1124,4.2,0
TXN09896914,T10333,2451.0,5841.61,1003,13,grocery,in_store,debit,tier_3,2.0,,0,0,1,0.473,109,223,1107,4.5,0
TXN88570030,T12409,877.0,3099.97,125,20,pharmacy,contactless,credit,tier_3,,,0,0,1,0.405,-1,484,1120,4.2,0
TXN09517357,T11065,411.11,,1072,15,restaurants,in_store,debit,tier_2,41.0,,0,0,5,0.253,73,174,1117,3.4,1
TXN17714936,T11376,18600.0,25857.38,1277,18,cash_withdrawal,atm,credit,tier_2,5.2,,0,0,2,0.254,-1,26,1124,3.1,0
TXN32762684,T10154,1189.0,1212.96,411,12,gaming,in_store,debit,tier_2,25.1,,0,0,1,0.381,-1,153,1120,3.1,0
TXN64764780,T12311,490.0,1027.67,477,13,home_improvement,online,credit,tier_2,,0.836,0,0,1,0.18,109,341,1112,4.0,1
TXN60659903,T10724,39950.27,31824.41,693,10,apparel,in_store,credit,tier_1,,,0,0,2,0.363,-1,20,1116,4.0,1
TXN50864408,T11862,4042.81,,61,11,crypto_exchange,online,debit,tier_1,,0.758,0,0,1,0.642,-1,450,1121,4.2,1
